,text,original,generated
2387,"Its not enough, I said Ive given all I can
",0,0
2388,"For you, big boots
",0,0
2389,"Like the parting of the waves
",0,0
2390,"And if I could be who you wanted
",0,0
2391,"Stalactites and stalagmites
",0,0
2392,"Everybody got one thing to hate
",0,0
2393,"Don’t know what the hell it is
",0,0
2394,"Theyd shut me away but Id be alright, alright
",0,0
2395,"Im sorry that I lost control
",0,0
2396,"My silly way, just too young to know any more
",0,0
2397,"This is the gloaming
",0,0
2398,"I hope it dont turn away
",0,0
2399,"Let me hear both sides
",0,0
2400,"Then again the same old story
",0,0
2401,"Not just once, not just twice
",0,0
2402,"Theyve got a Cheshire cat grin
",0,0
2403,"I spit on the hand that feeds me
",0,0
2404,"Open your skull
",0,0
2405,"And take my heart and go market it
",0,0
2406,"Fitter, healthier and more productive
",0,0
2407,"And how
",0,0
2408,"There arе two colours in my head
",0,0
2409,"Here it comes
",0,0
2410,"To the Daily Mail”
",0,0
2411,"And for anyone else to see
",0,0
2412,"To not take off her dress when
",0,0
2413,"But who are my real friends?
",0,0
2414,"I am going to grow wings
",0,0
2415,"Its called disease and its got my head
",0,0
2416,"Drift all you like from ocean to ocean
",0,0
2417,"A chemical reaction
",0,0
2418,"Prove yourself
",0,0
2419,"Drying up in conversation
",0,0
2420,"Well, it seems to fall out of the sky and come down on you
",0,0
2421,"And sleep with you and call you names
",0,0
2422,"The morning bell, the morning bell
",0,0
2423,"You’re my man of war
",0,0
2424,"So get yourself in the seat of the car
",0,0
2425,"She stares at me
",0,0
2426,"She used to be beautiful once as well
",0,0
2427,"Trapped in your hot car
",0,0
2428,"From all the unborn chicken voices in my head
",0,0
2429,"I dont feel Im best, I just feel Im better than...
",0,0
2430,"I have always and always will
",0,0
2431,"She stands up naked and she beckons you to bed
",0,0
2432,"Guaranteed for power failures
",0,0
2433,"What if they dont get out of the way?
",0,0
2434,"The darkness is beneath
",0,0
2435,"Oh, this dread circumference
",0,0
2436,"My eyes are clear
",0,0
2437,"You float like a feather
",0,0
2438,"Its all heading south to the Conger Hill
",0,0
2439,"The words you know are out of ink
",0,0
2440,"I cant remember how it happened
",0,0
2441,"Be president
",0,0
2442,"Dont come home from work
",0,0
2443,"With a gun and alarm clock
",0,0
2444,"Couldnt look you in the eyes
",0,0
2445,"Fifteen steps then a sheer drop
",0,0
2446,"Knock me out
",0,0
2447,"I hate these striplights theyre not so undoing as your stare
",0,0
2448,"Never in earnest, never get judged
",0,0
2449,"Pick up the phone, play me this song
",0,0
2450,"I can strike anytime
",0,0
2451,"Please don’t interrupt
",0,0
2452,"And I dont see no confusion anywhere
",0,0
2453,"Im trapped in this body and cant get out
",0,0
2454,"Dont get my sympathy
",0,0
2455,"Is my chance
",0,0
2456,"What you do to me
",0,0
2457,"Till someone comes along and shakes us
",0,0
2458,"Youll appreciate my rhyme
",0,0
2459,"Whatever you want
",0,0
2460,"Falling to her fathers eyes
",0,0
2461,"With a beautiful bombshell
",0,0
2462,"And fall off 
",0,0
2463,"But know right from wrong
",0,0
2464,"Ive tried so hard to keep still
",0,0
2465,"Theres an empty space inside my heart
",0,0
2466,"Hey, hey, hey, hey
",0,0
2467,"The pillar of my soul
",0,0
2468,"Interviews
",0,0
2469,"Never do you know
",0,0
2470,"Ive had these jeans since I was born
",0,0
2471,"Make your mark
",0,0
2472,"Nipples, nuclear missiles
",0,0
2473,"Were not x ray hacking
",0,0
2474,"Youre a mess
",0,0
2475,"I want to go home
",0,0
2476,"Now that Im held in your spell
",0,0
2477,"I’ll take a quiet life
",0,0
2478,"Are you strung up by the wrists?
",0,0
2479,"So Ive given up looking out of it
",0,0
2480,"I am the devils son
",0,0
2481,"Lewis, save yourself the pain
",0,0
2482,"Quiet down
",0,0
2483,"Cause Id be scared that theres nothing underneath
",0,0
2484,"Yes, I am wary
",0,0
2485,"And two and two always makes a five
",0,0
2486,"To call in sick and late at work
",0,0
2487,"But they wont dare
",0,0
2488,"Im the next act
",0,0
2489,"We want the sweet meats
",0,0
2490,"Have you no pity
",0,0
2491,"The easiest way to sell your soul
",0,0
2492,"Riding out on a horse
",0,0
2493,"You can crush it but its always here
",0,0
2494,"He said to the hanging man
",0,0
2495,"Spineless bastards all
",0,0
2496,"Ive got the smell of a local man
",0,0
2497,"Nowhere to sit without a gun in my hand
",0,0
2498,"Hey, we can wipe you out anytime
",0,0
2499,"Mmmhm
",0,0
2500,"I got something I dont know
",0,0
2501,"Im so excited
",0,0
2502,"How do you?
",0,0
2503,"Never again
",0,0
2504,"Bring me in the church
",0,0
2505,"Be a world child, form a circle
",0,0
2506,"How you going to school me when I grew up with your teachers
",0,0
2507,"And all my friends have skateboards
",0,0
2508,"I get up on easy questions
",0,0
2509,"Whats that? Whats that?
",0,0
2510,"To get yourself a
",0,0
2511,"Rust in the mountains, rust in the brain
",0,0
2512,"It touches like a breeze
",0,0
2513,"Blink your eyes
",0,0
2514,"Dreams really do come true
",0,0
2515,"Down the nape of my neck
",0,0
2516,"What would I do?
",0,0
2517,"Attention
",0,0
2518,"To leave my soul just anywhere
",0,0
2519,"Remind me that once I was free
",0,0
2520,"And got through the gate
",0,0
2521,"Everything is fluent
",0,0
2522,"And as that woman blows her cover
",0,0
2523,"Everyone is, everything is...
",0,0
2524,"Sad he’s always screaming at me
",0,0
2525,"What you really want
",0,0
2526,"Then you dont know what youve missed
",0,0
2527,"I tried to hide from your love light
",0,0
2528,"Thom: Can you start off and Ill see if I can remember it?
",0,0
2529,"They dont, they dont speak for us
",0,0
2530,"Tried to say, tried to say
",0,0
2531,"Youll go to hell
",0,0
2532,"Youve got the light you can feel it on your back
",0,0
2533,"No no no no no no
",0,0
2534,"Laying down the spot
",0,0
2535,"Oh, she said No go
",0,0
2536,"I walk through walls, I float down the Liffey 
",0,0
2537,"When you really need me
",0,0
2538,"All over the, all over the, all over the, all over the
",0,0
2539,"I will
",0,0
2540,"As lotus flowers
",0,0
2541,"Now self-employed
",0,0
2542,"Come slowly to me
",0,0
2543,"Slower and more calculated
",0,0
2544,"Arrest this man
",0,0
2545,"Be left alone
",0,0
2546,"I just cant stand it
",0,0
2547,"Too hard on the brakes again
",0,0
2548,"En el reloj
",0,0
2549,"The only truth that I could see
",0,0
2550,"Fallen off a giant bird thats been carrying me
",0,0
2551,"Blood all over the bathroom
",0,0
2552,"You do it every day
",0,0
2553,"Everybody wants just one thing to hate
",0,0
2554,"Sleeping next to him
",0,0
2555,"And as the pattern lines cross their fingers like a web
",0,0
2556,"And I know what happens
",0,0
2557,"The words are out of ink
",0,0
2558,"And why should you care
",0,0
2559,"You forget so easy
",0,0
2560,"Theres a gap in between
",0,0
2561,"That we all can love, that we all can love, that we all
",0,0
2562,"But their eyes are full of hate and looming disaster
",0,0
2563,"Silent
",0,0
2564,"Once I was cool
",0,0
2565,"Anymore but de-tuned radio
",0,0
2566,"Before youre lost between the notes
",0,0
2567,"Appliances have gone berserk
",0,0
2568,"No one else would know
",0,0
2569,"You bastard
",0,0
2570,"Come on
",0,0
2571,"Colours wont 
",0,0
2572,"Flying bosom Gucci little piggy 
",0,0
2573,"Music to play your ___
",0,0
2574,"Were on it
",0,0
2575,"Im hanging around, lost and found
",0,0
2576,"Oh, please could you find the time
",0,0
2577,"You said there are no rules on the street, boys
",0,0
2578,"I have no idea what I am talking about
",0,0
2579,"I did the hiphop
",0,0
2580,"But we have crashed her party
",0,0
2581,"With my X-ray eyes, I strip you naked
",0,0
2582,"But its the loudest sound youve ever heard
",0,0
2583,"Let you let out, led you back
",0,0
2584,"You’re so fucking special,
",0,0
2585,"You tumble off my chair and break, everything you say
",0,0
2586,"One day at a time
",0,0
2587,"When the loving comes but were already gone
",0,0
2588,"They pay to kiss your feet
",0,0
2589,"As fast as all the rest
",0,0
2590,"Wheres the truth, whats the use
",0,0
2591,"And now I know
",0,0
2592,"There are barn doors and there are revolving doors
",0,0
2593,"Jai pas assez
",0,0
2594,"We hope that you choke
",0,0
2595,"Lеt me hear both sides, lеt me hear both
",0,0
2596,"Suck, suck your teenage thumb
",0,0
2597,"Finally Im free of all the weight Ive been carrying
",0,0
2598,"And start chasing the dragon
",0,0
2599,"They find it all, a different story
",0,0
2600,"Arm a bit slack, a basic combination
",0,0
2601,"Put me in a bed 
",0,0
2602,"To put the world to rights?
",0,0
2603,"Just a body, blood pouring down the street
",0,0
2604,"I blacked out with a black card and I maxed out all the Visas
",0,0
2605,"Im so in with you
",0,0
2606,"You can be, its okay
",0,0
2607,"And if you look too hard in your mind
",0,0
2608,"Do it to me 
",0,0
2609,"He talks in maths, I say he buzzes like a fridge
",0,0
2610,"When I’m not around
",0,0
2611,"I was dropped from moonbeams
",0,0
2612,"I’m nothing but evil
",0,0
2613,"And it wears me out, it wears me out
",0,0
2614,"The rats and the children follow me out of town
",0,0
2615,"Sticks and stones can get through bones
",0,0
2616,"Ukončete výstup a nástup, dveře se zavírají
",0,0
2617,"No, I swear, I swear, I swear
",0,0
2618,"When the other men are far far better
",0,0
2619,"The lunatics have taken over the asylum
",0,0
2620,"I didnt get it, but now I can see
",0,0
2621,"Dont push me fragile friend
",0,0
2622,"I jumped into the river
",0,0
2623,"Words are blunt instruments
",0,0
2624,"Don’t under him
",0,0
2625,"I am born againIn the neon sign
",0,0
2626,"Lets go home, Jonny
",0,0
2627,"Until I find peace in this world
",0,0
2628,"Little birds on a tree in a line
",0,0
2629,"I knew you then, you were a good friend
",0,0
2630,"Clinging onto bottles
",0,0
2631,"Cemented minds
",0,0
2632,"Her green plastic watering can
",0,0
2633,"Chemical reactions
",0,0
2634,"Polyethylene
",0,0
2635,"Its all wrong, its all right
",0,0
2636,"Exploding gracefully, burning up the freeway
",0,0
2637,"Ambition makes you look pretty ugly
",0,0
2638,"And the thin man said I dont want to hear your voice
",0,0
2639,"But you know what mean girls say
",0,0
2640,"Out of orbit
",0,0
2641,"Its like Ive fallen out of bed
",0,0
2642,"I try to understand what is eating you
",0,0
2643,"And on comes our man
",0,0
2644,"When they came to firebomb the house
",0,0
2645,"I ran ahead of you
",0,0
2646,"Didnt even used to drink, now they the missing links
",0,0
2647,"Someones gonna bring me round
",0,0
2648,"There’s room at the top
",0,0
2649,"Dedicated to all human, all human beings
",0,0
2650,"When you come home I’ll bake you a cake
",0,0
2651,"Yeah, I depended on you
",0,0
2652,"Fodder for the animals
",0,0
2653,"To me, to me
",0,0
2654,"Just wake me, cmon, cmon
",0,0
2655,"Like ripples on a blank shore
",0,0
2656,"Like a hanging broken dream
",0,0
2657,"Flip-flopping
",0,0
2658,"Awards & Accomplishments
",0,0
2659,"In the next world war
",0,0
2660,"I should be reaching my peak
",0,0
2661,"So many things that keep, that keep me underground
",0,0
2662,"I dont know why I feel so tongue tied
",0,0
2663,"Everything is starting to die
",0,0
2664,"The road you should have took
",0,0
2665,"If you stare into the dark, the dark will stare back
",0,0
2666,"Im on your side
",0,0
2667,"I wanna have control
",0,0
2668,"That you choose to ignore
",0,0
2669,"Denial, denial
",0,0
2670,"Mothafuckin fffFuck
",0,0
2671,"Dont run
",0,0
2672,"Theres always a siren
",0,0
2673,"Howd you get your
",0,0
2674,"Tumbling, tumbling, tumbling
",0,0
2675,"Throw it in the fire
",0,0
2676,"So how can you sleep
",0,0
2677,"Im a weirdo
",0,0
2678,"Just wish that it
",0,0
2679,"Hes like a jumping record
",0,0
2680,"Tous les jours cest ça ldate
",0,0
2681,"At least I didn’t
",0,0
2682,"I was there, it wasnt like that
",0,0
2683,"Doors in the rudders of big ships and there are revolving doors
",0,0
2684,"In turquoise Union Union Union City blue
",0,0
2685,"After years of waiting nothing came
",0,0
2686,"Theyd think that Id finally lost it completely
",0,0
2687,"She’s running out again
",0,0
2688,"Hes bitter and twisted
",0,0
2689,"Then her vagina is some poor kids from China
",0,0
2690,"Let it fall, let it fall
",0,0
2691,"Throw your keys in the bowl
",0,0
2692,"Shake it now
",0,0
2693,"And the walls bend, and the walls bend
",0,0
2694,"Yo vivire en la soledad
",0,0
2695,"In a beautiful whirl
",0,0
2696,"Here we are, with our running and confusion
",0,0
2697,"At the end of the tunnel?
",0,0
2698,"She run
",0,0
2699,"Dont do it, dont jump
",0,0
2700,"Abandon all reason
",0,0
2701,"Sentimental 
",0,0
2702,"Nobody does it quite the way you do
",0,0
2703,"Sir leads the troops
",0,0
2704,"Right lets do, shall we do-yea, well do the job first
",0,0
2705,"I slept with who I like
",0,0
2706,"I am gonna grow wings
",0,0
2707,"It wears me out
",0,0
2708,"Out of control on videotape
",0,0
2709,"Bird that’s flown into my room
",0,0
2710,"The life that I choose could be a whole lot better
",0,0
2711,"Knees you in the groin
",0,0
2712,"Were rotten fruit
",0,0
2713,"I leave you for bitch of _____ and go green
",0,0
2714,"If Im gonna talk
",0,0
2715,"Nothings ever good enough for you
",0,0
2716,"With a long and winning
",0,0
2717,"Fast Toyota, burns rubber
",0,0
2718,"She lives with a broken man
",0,0
2719,"To you in real life
",0,0
2720,"Dont leave me high
",0,0
2721,"Takes all your credit cards
",0,0
2722,"I wish that I was bullet proof
",0,0
2723,"And he said he was the best
",0,0
2724,"Maybe youll
",0,0
2725,"I wish I was spеcial
",0,0
2726,"The thief that climbed the cross
",0,0
2727,"You really messed up everything
",0,0
2728,"And first, and the children, and first, and the children x
",0,0
2729,"The fathers to the children, the fathers
",0,0
2730,"No great drama, message coming in
",0,0
2731,"Tell me something I dont know
",0,0
2732,"In the eye of the beholder
",0,0
2733,"I have no idea what you are talking about
",0,0
2734,"I don’t know what it means
",0,0
2735,"Studied the faces
",0,0
2736,"Ladies and gentlemen, without a safety net
",0,0
2737,"Wake me, before they come
",0,0
2738,"Im taking you down, Im taking you down
",0,0
2739,"Too frail to wake this time
",0,0
2740,"And I dream of the things Ill do
",0,0
2741,"Some kind of prize
",0,0
2742,"I try to sing along
",0,0
2743,"No matter what happens now
",0,0
2744,"Eating well 
",0,0
2745,"And even if it hurts to walk
",0,0
2746,"In the other persons eyes
",0,0
2747,"Who bought you cigarettes?
",0,0
2748,"What it means to be living in
",0,0
2749,"He smells of air conditioning
",0,0
2750,"But therell be something missing
",0,0
2751,"They dont know what I know
",0,0
2752,"And the river sparkles through an uncertain reflection below
",0,0
2753,"Lay me down
",0,0
2754,"Ooooh
",0,0
2755,"Fifteen blows to the brain
",0,0
2756,"Into your arms 
",0,0
2757,"If I could be who you wanted
",0,0
2758,"How, how did you go bad?
",0,0
2759,"Its all right, its all right
",0,0
2760,"The chink in your armour
",0,0
2761,"And shut the eyes in the cupboard
",0,0
2762,"We suck young blood
",0,0
2763,"You will be the one screaming out
",0,0
2764,"All tapes have been erased
",0,0
2765,"Are you fracturing?
",0,0
2766,"I got guns, I got arms, I got plans
",0,0
2767,"The one you light your fires to keep away
",0,0
2768,"Will we die upon the surface
",0,0
2769,"I can put my cigarette out now
",0,0
2770,"And get back under
",0,0
2771,"From a great height, height
",0,0
2772,"Help me get where I belong
",0,0
2773,"No ripcord, no ripcord
",0,0
2774,"Im going 
",0,0
2775,"Flea-bitten, moth eaten?
",0,0
2776,"Ill be waiting
",0,0
2777,"Still kisses with saliva
",0,0
2778,"The smell of air conditioning
",0,0
2779,"Making some noise with a pair of drums
",0,0
2780,"Will I see you again?
",0,0
2781,"Just in case I blow out
",0,0
2782,"Destiny, hold my hand, protect me from the world
",0,0
2783,"Take me up to a warmer place
",0,0
2784,"You stay away but youre too good
",0,0
2785,"Throw me in the fire x2
",0,0
2786,"Lord of all the flies in the sky
",0,0
2787,"Cant get the stink off
",0,0
2788,"Swing your body all around you 
",0,0
2789,"And the sexy señoritas, so just move up to the bleachers
",0,0
2790,"Took my melody
",0,0
2791,"Id really like to help you, man
",0,0
2792,"I got better, I got strong
",0,0
2793,"Waiting on the rapture
",0,0
2794,"Theyre the ones wholl spit at you
",0,0
2795,"Throw it in the fire, throw it on the
",0,0
2796,"And the wise man said I dont want to hear your voice
",0,0
2797,"I dont know where it is I should look
",0,0
2798,"If you walk out the door
",0,0
2799,"The system is a lie
",0,0
2800,"Kicking, squealing Gucci little piggy
",0,0
2801,"The fathers for the children, the fathers to the children
",0,0
2802,"Pull me out of the aircrash
",0,0
2803,"It’s a colour addiction 
",0,0
2804,"Most of my friends in gangs
",0,0
2805,"And the past lasts like a tear stain
",0,0
2806,"Just to help your day along
",0,0
2807,"If you take me there youll get
",0,0
2808,"It all comes flooding back
",0,0
2809,"Release me
",0,0
2810,"Ffffuck fuck fuck fuck
",0,0
2811,"You gave me your heart
",0,0
2812,"Where trouble melts like lemon drops
",0,0
2813,"Thom: Im joking!
",0,0
2814,"This is a low-flying panic attack
",0,0
2815,"A bump on the head
",0,0
2816,"It wears me out, it wears me out
",0,0
2817,"Oh, she lives with a broken man
",0,0
2818,"So long
",0,0
2819,"Uptight, uptight
",0,0
2820,"Look into my eyes
",0,0
2821,"And first, and the children, and first, and the children
",0,0
2822,"Junt
",0,0
2823,"Terrifies me still in bishops robes
",0,0
2824,"Are you living on the seat of your pants?
",0,0
2825,"Youre leaving
",0,0
2826,"I dont want to die
",0,0
2827,"Just want to say thank you
",0,0
2828,"If I did not have you?
",0,0
2829,"Useless rockers from England
",0,0
2830,"And I did a few card tricks for my mafia geeks
",0,0
2831,"Loose talk around tables
",0,0
2832,"Stop whispering, stop whispering
",0,0
2833,"The panic, the vomit
",0,0
2834,"I wanna be, wanna be, wanna be Jim Morrison
",0,0
2835,"One for yes, two for no
",0,0
2836,"We want the good bits
",0,0
2837,"Ive lost my way
",0,0
2838,"Mistreated, a low corporate
",0,0
2839,"They are wide-eyed with terror, and keep taking quick
",0,0
2840,"If I had a choice
",0,0
2841,"Ive been walking these streets so long
",0,0
2842,"I feel this love to the core
",0,0
2843,"All the things you need
",0,0
2844,"In the belly of a whale at the bottom of the ocean
",0,0
2845,"Your life will be completed
",0,0
2846,"Underground
",0,0
2847,"The headshrinkers, they want my everything
",0,0
2848,"Heres a little bitch coming out of him
",0,0
2849,"Nothing so childish
",0,0
2850,"And I don’t know why I feel so tongue-tied
",0,0
2851,"Climbing up the walls
",0,0
2852,"That either way he turns
",0,0
2853,"Learning the rules as he plays it
",0,0
2854,"Dinosaurs roaming the earth
",0,0
2855,"Dont infect me with your poison
",0,0
2856,"But soon Im gonna wake up
",0,0
2857,"Uptight
",0,0
2858,"You dont, you dont look so good
",0,0
2859,"Disappointed people, clinging on to bottles
",0,0
2860,"If I take a chair, and start to talk shit
",0,0
2861,"Maybe youll be president
",0,0
2862,"Such a chill
",0,0
2863,"Another little yout on the street shotting weed
",0,0
2864,"Youre so fucking special, special
",0,0
2865,"I guess Im stuffed, stuffed, stuffed
",0,0
2866,"When youve got to feel it in your bones
",0,0
2867,"I dont want to talk about Lewis, Lewis, Lewis
",0,0
2868,"Im so funky, funky, ah
",0,0
2869,"Wait, that wasnt my intention, I did it for a reason
",0,0
2870,"Remember me
",0,0
2871,"You dont want to talk to me
",0,0
2872,"Stop sending letters
",0,0
2873,"Come on if you think
",0,0
2874,"Through an open doorway
",0,0
2875,"There are doors that open by themselves
",0,0
2876,"Tonight Ill set you free
",0,0
2877,"But it never happens
",0,0
2878,"This one just came out of the swamp
",0,0
2879,"Im gonna save you
",0,0
2880,"When it comes
",0,0
2881,"A Millionaire
",0,0
2882,"I’m to 
",0,0
2883,"I think that I need your help 
",0,0
2884,"Your skin makes me cry
",0,0
2885,"I will get you yet
",0,0
2886,"I dont care if it hurts
",0,0
2887,"Dont get out of your car unless you a crackhead kamikaze
",0,0
2888,"Strike up the tinderbox
",0,0
2889,"Trying to get off the hook
",0,0
2890,"I didnt feel pain, cause no one can touch me
",0,0
2891,"Little boy, little boy
",0,0
2892,"And waddles towards me
",0,0
2893,"You shouldnt be afraid
",0,0
2894,"In a drunken punch-up at a wedding, yeah
",0,0
2895,"I wish I could be good
",0,0
2896,"I’m in the dark pin on the wall
",0,0
2897,"The planet is a gunboat in a sea of fear
",0,0
2898,"But I don’t see a thing
",0,0
2899,"Dont let me down, yeah yeah yeah
",0,0
2900,"A crazy angry man wants to rule the world
",0,0
2901,"To keep myself from speaking up
",0,0
2902,"In the belly of a whale
",0,0
2903,"The lights are on but nobodys home
",0,0
2904,"Fuckin well come and find me
",0,0
2905,"Let me take control
",0,0
2906,"Thom: Thank you
",0,0
2907,"Squash his head
",0,0
2908,"So keep strong, keep strong
",0,0
2909,"Nervous messed up marionette
",0,0
2910,"Every day, every hour
",0,0
2911,"A hole
",0,0
2912,"Well Im a weirdo
",0,0
2913,"You, you know what I mean
",0,0
2914,"And I used to fly like Peter Pan
",0,0
2915,"I will lay me down
",0,0
2916,"Radiohead
",0,0
2917,"I wish you could see me dressed for the kill, kill
",0,0
2918,"Selling heroin to his bredrins and that
",0,0
2919,"I dont want you
",0,0
2920,"In a town full of rubber plans
",0,0
2921,"I think youre crazy, maybe
",0,0
2922,"Get out of town, think Ill get out of town
",0,0
2923,"Its whatever you say it is
",0,0
2924,"We would hate to think that something might be lacking in its operating life 
",0,0
2925,"And the pounds and pence, and yeah
",0,0
2926,"I depended on you
",0,0
2927,"De una fraccion
",0,0
2928,"He still comes reeling through the door
",0,0
2929,"To put me out
",0,0
2930,"You wont come to harm
",0,0
2931,"Steal all my children if I dont pay the ransom
",0,0
2932,"You are the one, you are the one
",0,0
2933,"All we want is to be like you
",0,0
2934,"Youre just like an angel 
",0,0
2935,"Not my problem give me some
",0,0
2936,"Were on, thats a nice way to start, Jonny
",0,0
2937,"One day Ill get to you
",0,0
2938,"No longer caught up
",0,0
2939,"Big church wall
",0,0
2940,"Just to take the edge off
",0,0
2941,"And the dreams that you dreamed of
",0,0
2942,"The lights dont sparkle
",0,0
2943,"You bit me, bit me, bit me, oh
",0,0
2944,"All the time they’re making you bad, boy
",0,0
2945,"I done it, as well as a celebrated alumnus
",0,0
2946,"The emperor really has no clothes on
",0,0
2947,"If they get the chance 
",0,0
2948,"All my lovers were there with me
",0,0
2949,"And hes hoping to waste my name
",0,0
2950,"And hes going to lick in your bones
",0,0
2951,"There’s something up there
",0,0
2952,"Lifes a game of give and take and people take the right piss
",0,0
2953,"Now the only game they play is the one on road
",0,0
2954,"The others died wherever they fell
",0,0
2955,"Ah, let it go
",0,0
2956,"Because we separate
",0,0
2957,"If the service we provided is to standards you expect
",0,0
2958,"It holds us like a phantom
",0,0
2959,"I lost myself, myself myself
",0,0
2960,"Thin pixelations
",0,0
2961,"And fall off the table
",0,0
2962,"He used to do surgery
",0,0
2963,"Why dont you speak to me
",0,0
2964,"There are doors that lock and doors that dont
",0,0
2965,"We really love you, and we need you
",0,0
2966,"My depressions
",0,0
2967,"Wax me, mould me
",0,0
2968,"Hes got to know something
",0,0
2969,"The only truth that I can see
",0,0
2970,"I know I should not look down
",0,0
2971,"Right across your face
",0,0
2972,"Take what you can
",0,0
2973,"Take a look around
",0,0
2974,"Whatever happens, if were still speaking
",0,0
2975,"Dont die on the motorway
",0,0
2976,"And I have it all here in red, blue, green, in red, blue, green
",0,0
2977,"You feed me to the lions
",0,0
2978,"I put the shadows back into their boxes
",0,0
2979,"But I’m a creep, I’m a weirdo
",0,0
2980,"With your breathing
",0,0
2981,"The size of the birds staggers me; one is as tall as a bus, and the others not much smaller
",0,0
2982,"Fall asleep, drift away
",0,0
2983,"So tuck the kids in safe tonight
",0,0
2984,"Ten silver saxes, a bass with a bow
",0,0
2985,"Tell me something
",0,0
2986,"We absolve you
",0,0
2987,"The poison, I got the poison, I got the poison now
",0,0
2988,"Paying attention
",0,0
2989,"In its right place- Everything
",0,0
2990,"Two places at once
",0,0
2991,"I need someone elses glasses
",0,0
2992,"You tumble- that should be-
",0,0
2993,"Im moving out of orbit 
",0,0
2994,"The one who gets it done?
",0,0
2995,"There was nothing to fear and nothing to doubt
",0,0
2996,"Lying in the shadows at the end of my bed 
",0,0
2997,"Oh no, Pop is dead, it just gave up
",0,0
2998,"Good times had by all
",0,0
2999,"When it comes its so, so
",0,0
3000,"The world is going to end so soon
",0,0
3001,"In the time when the lights go out
",0,0
3002,"Why cant we forget?
",0,0
3003,"But Im a creep
",0,0
3004,"Hey man, slow down, slow down
",0,0
3005,"And hes just like his daddy
",0,0
3006,"All these things into position
",0,0
3007,"Each time you turn and run away I cry inside
",0,0
3008,"Dancing for your pleasure
",0,0
3009,"Cambias fama por tu vida
",0,0
3010,"I walk a crooked mile
",0,0
3011,"I head for the sticks with my bus and friends
",0,0
3012,"All over the
",0,0
3013,"Remind me that
",0,0
3014,"They wouldve drowned you at birth
",0,0
3015,"Just like your dad, youll never change
",0,0
3016,"I dont know why I feel so skinned alive
",0,0
3017,"Kicks me in the showers
",0,0
3018,"I’m a weirdo
",0,0
3019,"Play me this song
",0,0
3020,"It never happens
",0,0
3021,"So pay the money and take a shot
",0,0
3022,"I will not give in
",0,0
3023,"Yeah, yeah
",0,0
3024,"Of your chimeras and spells
",0,0
3025,"Some family
",0,0
3026,"Dont you, flan in the face
",0,0
3027,"When Im not there
",0,0
3028,"Its always best when the light is off
",0,0
3029,"Fu bitch nigga
",0,0
3030,"When youve had enough of me
",0,0
3031,"The stress and the tension
",0,0
3032,"As jellyfish float by
",0,0
3033,"Believe
",0,0
3034,"We know the way you talk
",0,0
3035,"At the face you dont recognize
",0,0
3036,"Judge
",0,0
3037,"I get up on easy love
",0,0
3038,"Up on the ladder were all tied to a stake
",0,0
3039,"Yeah, I am back up on the airwaves
",0,0
3040,"Show me the world as Id love to see it
",0,0
3041,"Once youve been round youve been around enough
",0,0
3042,"Like diamonds in the dust
",0,0
3043,"I realise that the birds have noticed me
",0,0
3044,"We just know that youll do well
",0,0
3045,"They wanna puncture me and then wonder why I bleed
",0,0
3046,"Im on a roll this time
",0,0
3047,"The stuff that makes everything turn blue and green
",0,0
3048,"okay, for anyone whos still listening
",0,0
3049,"You and your cronies
",0,0
3050,"How can you be sure?
",0,0
3051,"Four
",0,0
3052,"Please could you stop the noise
",0,0
3053,"Fantasized
",0,0
3054,"Youre on candid camera
",0,0
3055,"Paid off security
",0,0
3056,"She run, run, run, run, run
",0,0
3057,"I want to know
",0,0
3058,"It barks at no one else but me
",0,0
3059,"If you havent got it when youre thirty
",0,0
3060,"Funny, ha-ha, funny how
",0,0
3061,"You can force it but it will stay stung
",0,0
3062,"And this is my chance
",0,0
3063,"And I wont fall for you
",0,0
3064,"Know colour addiction
",0,0
3065,"And you can laugh a spineless laugh
",0,0
3066,"You look like a angel
",0,0
3067,"Yeah, yeah, yeah
",0,0
3068,"Swimming upstream
",0,0
3069,"Youll go to hell for what youre dirty mind is thinking
",0,0
3070,"I feel my luck could change
",0,0
3071,"On the sinking ship
",0,0
3072,"Bye kids, try this
",0,0
3073,"And take a bow take a bow take a bow
",0,0
3074,"Yeah, the worms will come for you, big boots
",0,0
3075,"She is putting on a smile
",0,0
3076,"Until I burst
",0,0
3077,"Were damaged goods
",0,0
3078,"I try to be sugar and spice
",0,0
3079,"Is to carry on believing that I dont exist
",0,0
3080,"No chance of escape
",0,0
3081,"We are accidents waiting
",0,0
3082,"A million miles away I can hear your thoughts
",0,0
3083,"Phew, for a minute there
",0,0
3084,"And round
",0,0
3085,"Je sais pas si cest cher
",0,0
3086,"Just swallow your guilt and your conscience
",0,0
3087,"In the world of wasted talent, could of been great now theyre just making up the balance
",0,0
3088,"They all drive killer cars
",0,0
3089,"An elephant thats in the room is
",0,0
3090,"Te hace sentir
",0,0
3091,"Ive seen hell upon this earth
",0,0
3092,"Wake me, before
",0,0
3093,"And he will be straight after the court cases
",0,0
3094,"Tell me Im burning Bush
",0,0
3095,"No, no, no
",0,0
3096,"The next will be chemical
",0,0
3097,"Rain down
",0,0
3098,"To be good
",0,0
3099,"Tearing me to bits
",0,0
3100,"We call upon the people
",0,0
3101,"They got a skin and they put me in
",0,0
3102,"And leave the pillow free
",0,0
