,text,original,generated
4249,"With a subway token and a dollar tucked into my shoe
",0,0
4250,"Truth will mess you up, truth will mess you up
",0,0
4251,"But we always forget
",0,0
4252,"The roof is pulling off by its fingernails
",0,0
4253,"The head of state
",0,0
4254,"Pararara-pa-pa-pa
",0,0
4255,"But now hes locked up and no one remembers his name
",0,0
4256,"Step on my ladder and bathe in glory
",0,0
4257,"Youll be out on the breeze
",0,0
4258,"Though I lived a lonely life, I was confused
",0,0
4259,"Going deeper and deeper into the debt
",0,0
4260,"There are doors that let you in and out but never open
",0,0
4261,"Lying your thoughts out over the sky
",0,0
4262,"Couldn’t look you in the eye
",0,0
4263,"So cold, from the inside out
",0,0
4264,"I want to
",0,0
4265,"Totally alive, totally released
",0,0
4266,"Its gonna rain down on you
",0,0
4267,"I will slip into the groove
",0,0
4268,"In a deep deep sleep
",0,0
4269,"Like Ive fallen out of bed 
",0,0
4270,"Lift
",0,0
4271,"Yeah, everybody leaves 
",0,0
4272,"Oh, the bird that’s flown into my room
",0,0
4273,"Have you got your flying goggles?
",0,0
4274,"If I get old, remind me of this
",0,0
4275,"You are always there
",0,0
4276,"Et jai vendu les airs
",0,0
4277,"A moving target in a firing range
",0,0
4278,"Why must I be the thief
",0,0
4279,"Ever parading
",0,0
4280,"Here comes Mr. B 29
",0,0
4281,"Here comes Mr. B, B 29
",0,0
4282,"I’m sinking man
",0,0
4283,"Oh, the psalms they love to hear
",0,0
4284,"cause its whats stopping the blood flow
",0,0
4285,"Youre free until you drop
",0,0
4286,"And let me 
",0,0
4287,"Everyone around here
",0,0
4288,"Watching her, these things she said
",0,0
4289,"Never living earnest, never get judged
",0,0
4290,"If I get old, I will not give in
",0,0
4291,"Before your baying hounds
",0,0
4292,"Spreading pestilence and disease
",0,0
4293,"Shes running out the door
",0,0
4294,"Y con mucho menos llegas
",0,0
4295,"A wishful spit in the eye to
",0,0
4296,"I am the face on the news
",0,0
4297,"How are we today?
",0,0
4298,"Yeah, oh
",0,0
4299,"You see us together
",0,0
4300,"The constellations and the pyramids align
",0,0
4301,"I’m upside down
",0,0
4302,"But it eats me alive
",0,0
4303,"Its gonna be a glorious day
",0,0
4304,"Calls me on the phone
",0,0
4305,"Instrumental
",0,0
4306,"Just think of all the fun
",0,0
4307,"Im excited to go
",0,0
4308,"Some distance along the valley
",0,0
4309,"I just want silence, silence
",0,0
4310,"Death bed, first home
",0,0
4311,"This girl is going think about 
",0,0
4312,"When the power runs out, well just hum
",0,0
4313,"Little babys eyes, eyes, eyes, eyes
",0,0
4314,"When Im happy, I end
",0,0
4315,"Just got paid and now youre going
",0,0
4316,"I might be wrong, I might be wrong
",0,0
4317,"Lemon
",0,0
4318,"The dust and the screaming
",0,0
4319,"Think about the good times and never look back
",0,0
4320,"Broken branches
",0,0
4321,"And teach you how to get to purest Hell
",0,0
4322,"Im not living
",0,0
4323,"Just to feed your fast ballooning head
",0,0
4324,"Sinking ship, man the lifeboats
",0,0
4325,"Be ready this time
",0,0
4326,"Like its seen a ghost
",0,0
4327,"Id like to sleep with you one day
",0,0
4328,"Here comes the big man
",0,0
4329,"Yeah, I got the poison
",0,0
4330,"Like a rhinestone cowboy
",0,0
4331,"It must be hard, hard
",0,0
4332,"See that stretchy smile go
",0,0
4333,"But she looks like the real thing
",0,0
4334,"Just a body, nothing left to see
",0,0
4335,"You and no-one else
",0,0
4336,"Kill you
",0,0
4337,"AAAGH!!!!
",0,0
4338,"Whyd you have to be so good
",0,0
4339,"Im gonna make it somehow
",0,0
4340,"Picked you out
",0,0
4341,"Shake your pockets out
",0,0
4342,"I hope they miss me
",0,0
4343,"Never look back, never look back
",0,0
4344,"At working out chaotic things
",0,0
4345,"Its all over the streets so let me out of herе
",0,0
4346,"Whilst on a walking holiday in remote regions
",0,0
4347,"I am the thief!
",0,0
4348,"Rows of never open doors
",0,0
4349,"Then youre wrong
",0,0
4350,"Waiting in the wings
",0,0
4351,"Truth will mess you up
",0,0
4352,"Let down
",0,0
4353,"Wants to offend
",0,0
4354,"I am hungry again
",0,0
4355,"What I do know
",0,0
4356,"But without the Ye, but his last names my side
",0,0
4357,"One, one, two, three
",0,0
4358,"Let me hear both sides x2
",0,0
4359,"Broken hearts
",0,0
4360,"Beauty will destroy your mind, spare the gory details
",0,0
4361,"Give me a line
",0,0
4362,"In the white and scarlet billows that subside beyond the storm
",0,0
4363,"The one who broke the spell
",0,0
4364,"Ooh but the bit of me that you revile
",0,0
4365,"It eats me alive
",0,0
4366,"Of your magazines, of your magazine
",0,0
4367,"Shove it in your mouth
",0,0
4368,"But someones listening in
",0,0
4369,"We look so funny when were nude
",0,0
4370,"The pot will call the kettle black
",0,0
4371,"Moonbeams
",0,0
4372,"And Im sorry for us
",0,0
4373,"I write circles in the sky
",0,0
4374,"Oh, just starve yourself half to death
",0,0
4375,"Bear a weapon we can use
",0,0
4376,"A heart thats
",0,0
4377,"I slipped on a little white lie
",0,0
4378,"Yes and you will hide
",0,0
4379,"I am
",0,0
4380,"Easy listening, easy love
",0,0
4381,"This is what youll get
",0,0
4382,"I hate this bloody big bed of mine when youre not here
",0,0
4383,"Keep in contact with old friends 
",0,0
4384,"Your chimeras and spells
",0,0
4385,"Topsy turvy town
",0,0
4386,"Hanging out the 15th floor
",0,0
4387,"I used to think, I used to think
",0,0
4388,"Is diffused in this exchange
",0,0
4389,"Your attention, please! Your attention, I need it
",0,0
4390,"Ive been kidding myself for so long
",0,0
4391,"And the mother say we spit on your son some more
",0,0
4392,"En la oscuridad
",0,0
4393,"I’m riding a bullet
",0,0
4394,"Uh-uh-up
",0,0
4395,"Little by little, by hook or by crook
",0,0
4396,"Even when I get bored
",0,0
4397,"And your soft sustaining, envelope
",0,0
4398,"Who couldnt know no difference
",0,0
4399,"Let me in
",0,0
4400,"Until it burns
",0,0
4401,"But this time I kick down your door
",0,0
4402,"Trying to read something Joyce
",0,0
4403,"Im amazed Im still alive
",0,0
4404,"Reforming on the wind
",0,0
4405,"Have a real good time
",0,0
4406,"Vida y alma se perdieron
",0,0
4407,"And oh, Banana Co
",0,0
4408,"I hope youre okay, too
",0,0
4409,"Way up high
",0,0
4410,"If I ever get
",0,0
4411,"Will just make you more alone
",0,0
4412,"I have ceased to exist
",0,0
4413,"Why should I stay?
",0,0
4414,"When you hang with us
",0,0
4415,"When I dont belong here
",0,0
4416,"Im not the greatest
",0,0
4417,"Im such a tease and youre such a flirt
",0,0
4418,"And nailed into my heels
",0,0
4419,"Whatever makes you happy
",0,0
4420,"We can start now, you ready? Yeah we can start now, yeah we can start now, we can start now, yeah. You have to let him start...
",0,0
4421,"Theres some kind of magic inside you
",0,0
4422,"Have you got your flying goggles mate?
",0,0
4423,"The beasts of the earth, the fish in the sea
",0,0
4424,"Cease this endless chattering
",0,0
4425,"We are of the earth
",0,0
4426,"I am born againIn an interstellar burst
",0,0
4427,"Because of you, because its justified
",0,0
4428,"And he steals and he bullies anyway that he can
",0,0
4429,"ANYWHERE!
",0,0
4430,"Whos in the mineshaft?
",0,0
4431,"When I am king, you will be first against the wall
",0,0
4432,"If they think we’d listen if we had a clue, yeah
",0,0
4433,"The sky turns green
",0,0
4434,"Have ourselves a good time, its nothing at all
",0,0
4435,"Floating upon the surface for
",0,0
4436,"I never really got there
",0,0
4437,"Ready to receive
",0,0
4438,"Now youve stolen all the magic
",0,0
4439,"And theres no rest
",0,0
4440,"Everybody wants to be a friend
",0,0
4441,"We hope that you choke, that you choke
",0,0
4442,"Through
",0,0
4443,"Quit smothering me, quit laughing at me
",0,0
4444,"Crawling through the keyhole
",0,0
4445,"Give it uh-uh-up
",0,0
4446,"The fish are belly up
",0,0
4447,"Because we separate 
",0,0
4448,"The future is inside us
",0,0
4449,"I wont have the strength
",0,0
4450,"I keep falling over I keep passing out
",0,0
4451,"I will knock fifteen times
",0,0
4452,"Together, together
",0,0
4453,"Well, what am I to do?
",0,0
4454,"And I cant face the evening straight
",0,0
4455,"Out of this bed
",0,0
4456,"I don’t want to know, I don’t want to know, I don’t want
",0,0
4457,"We never noticed, we never understood
",0,0
4458,"I know every crack and crevice out here in Broadway
",0,0
4459,"May pretty horses
",0,0
4460,"Youre dressed up to go away and talk with people
",0,0
4461,"Lundy, Fastnet, Irish Sea
",0,0
4462,"Trip me as I speak
",0,0
4463,"Fuckin Asshole
",0,0
4464,"I slip away
",0,0
4465,"You havent seen
",0,0
4466,"We dont wanna let it about
",0,0
4467,"You’re just like an angel,
",0,0
4468,"You can offer me escape
",0,0
4469,"He wants to be loved and
",0,0
4470,"Im just an insect
",0,0
4471,"When we realise we are only to die then were out of here
",0,0
4472,"And somewhere we will meet
",0,0
4473,"My final belly ache with
",0,0
4474,"Easy teething, easy fold
",0,0
4475,"The big wall bites back
",0,0
4476,"Of the earth 
",0,0
4477,"So dont leave me high
",0,0
4478,"Theres such a chill
",0,0
4479,"On antibiotics
",0,0
4480,"This is how I end up sucked in
",0,0
4481,"That theres a way out, that theres a way out
",0,0
4482,"Your incessant smile is marred with sin
",0,0
4483,"The drug that will kill you
",0,0
4484,"Ive been wasting my time
",0,0
4485,"Wrapping your fingers around my neck
",0,0
4486,"Are you blessed in bed in his arm?
",0,0
4487,"With a smile thats taken years to fix
",0,0
4488,"In your eyes
",0,0
4489,"Clothes are on the lawn with the furniture
",0,0
4490,"I wont take my eyes off the ball again
",0,0
4491,"Everything is good here
",0,0
4492,"It wears her out
",0,0
4493,"Wax me
",0,0
4494,"But Im not, but Im not
",0,0
4495,"Here I am on bended knees
",0,0
4496,"Somethings missing here-here
",0,0
4497,"What is a Radiohead anyway?
",0,0
4498,"Little butterflies 
",0,0
4499,"If they think they can tell us all of their problems
",0,0
4500,"Have they all got the bends?
",0,0
4501,"With white elephants, sitting ducks
",0,0
4502,"Jump off the end
",0,0
4503,"We all have goals in a liberal world
",0,0
4504,"Who just crumbles and burns
",0,0
4505,"Well I really dont mind the rain
",0,0
4506,"Because it’s just as easy, they’re all fat bastards and
",0,0
4507,"Just gonna like a bedbug
",0,0
4508,"Anger is a poison
",0,0
4509,"You eye each other as you pass
",0,0
4510,"Beyond the point
",0,0
4511,"Standing in the shadows at the end of my bеd 
",0,0
4512,"We are arms and legs wrapped round more than my memory tonight
",0,0
4513,"Baby alligators in the sewers
",0,0
4514,"Meet the real world coming out of your shell
",0,0
4515,"All over, babys crying
",0,0
4516,"And children first
",0,0
4517,"I got bombs, I got guns, I got brains
",0,0
4518,"Whatever makes thee happy
",0,0
4519,"He was a good man
",0,0
4520,"Arrest this girl she
",0,0
4521,"Strangled, beaten up
",0,0
4522,"And I cant, and I cant come down
",0,0
4523,"Riding the bullet
",0,0
4524,"The easiest way to sleep at night
",0,0
4525,"Your skin makes me cry
",0,0
4526,"All the time they’re making you bad, boy, boy, boy, boy
",0,0
4527,"Catch the mouse
",0,0
4528,"Because you wont have a face to hold on to
",0,0
4529,"Is anyone around
",0,0
4530,"Wont you be my girl? Wont you be my girl?
",0,0
4531,"Oh, little boy...
",0,0
4532,"Your face in the glass, in the glass
",0,0
4533,"But Im okay, how are you?
",0,0
4534,"Kicking, squealing, Gucci little piggy
",0,0
4535,"What do you care?
",0,0
4536,"Squeeze the tubes and empty bottles
",0,0
4537,"Turned so nasty now
",0,0
4538,"Sweet times
",0,0
4539,"Fat chance, no plan
",0,0
4540,"Hey, hey, hey
",0,0
4541,"I never wanted any broken bones
",0,0
4542,"Thats a strange mistake to make
",0,0
4543,"When thou wert here before
",0,0
4544,"It happens to be the plan
",0,0
4545,"And teach you how to be a holy cow
",0,0
4546,"I dont know why I stick with you
",0,0
4547,"Always second-guessing love
",0,0
4548,"Before its too late
",0,0
4549,"Then suddenly you find yourself right back at the bottom
",0,0
4550,"Yeah, its gone 
",0,0
4551,"Thom: Should we do that again then?
",0,0
4552,"Anywhere I go
",0,0
4553,"I wanna slip over
",0,0
4554,"Got it all on a platter
",0,0
4555,"Sit down
",0,0
4556,"I dont know why you bother
",0,0
4557,"Your mouth moves only with someones hand up your arse
",0,0
4558,"Limitlеss and helpless
",0,0
4559,"Youre so high upon yourself
",0,0
4560,"Yeah, thats the right thing
",0,0
4561,"And theres nothing to say, and theres nothing to do
",0,0
4562,"Is that you do it to yourself, just you
",0,0
4563,"You pot of gold
",0,0
4564,"Ive been away for a long while
",0,0
4565,"And glows, in the dark
",0,0
4566,"Everybody drive home safe and carefully tonight
",0,0
4567,"Ill take a quiet life
",0,0
4568,"I could blow through the ceiling
",0,0
4569,"Say the right things when electioneering
",0,0
4570,"Let down again
",0,0
4571,"Whos in a bunker? x2
",0,0
4572,"Sit down, you’re safe now
",0,0
4573,"Today is the first day
",0,0
4574,"Freedom from depression
",0,0
4575,"I am drunk again
",0,0
4576,"Chatting all that Rahh-tahh-tahh Im just experimenting
",0,0
4577,"Theres no rest
",0,0
4578,"Blame it on the falling sky
",0,0
4579,"Secrets to be told
",0,0
4580,"Belligerent ghouls
",0,0
4581,"Hold on
",0,0
4582,"Now she has no heart
",0,0
4583,"Chief of police or vice chancellor
",0,0
4584,"Im such a tease, and youre such a flirt
",0,0
4585,"The pyramid is power, were changing by the hour
",0,0
4586,"Oooooh
",0,0
4587,"Doesnt mean its there
",0,0
4588,"Gather up the lost and their souls 
",0,0
4589,"But I cannot see your face
",0,0
4590,"That time you 
",0,0
4591,"Houses move and houses speak
",0,0
4592,"Crack your little skull
",0,0
4593,"You look so tired and unhappy
",0,0
4594,"To all his newfound friends
",0,0
4595,"Run 
",0,0
4596,"Filled up like a landfill
",0,0
4597,"You want me?
",0,0
4598,"Overhead powerlines
",0,0
4599,"Making fast cash, thinking hes going places
",0,0
4600,"I am gone, everybodys raging
",0,0
4601,"This one, its drowning
",0,0
4602,"Its funny how now theyre the ones with the problem
",0,0
4603,"Back to the other place, where I cannot go
",0,0
4604,"It is difficult to find a space
",0,0
4605,"The next in a motorcade
",0,0
4606,"Accreditation so prestigious, just walk across my stage
",0,0
4607,"Where you, you left me alone
",0,0
4608,"Fuck Bitch Nigga Shit Hoe
",0,0
4609,"Y con mucho menos tu llegaras
",0,0
4610,"Please forget the words that I just blurted out
",0,0
4611,"Ask myself
",0,0
4612,"Hes a warrior, a warrior
",0,0
4613,"When you
",0,0
4614,"Yesterdays headlines blown by the wind
",0,0
4615,"Knifes you in the neck
",0,0
4616,"What in hell am I doing here?
",0,0
4617,"To knock me down
",0,0
4618,"The waters clear
",0,0
4619,"I do not belong here
",0,0
4620,"Take the money and run x2
",0,0
4621,"It is the 21st century
",0,0
4622,"And I guess ill turn in
",0,0
4623,"And youre still standing in your dressing gown
",0,0
4624,"Loved to death like egg mayonnaise
",0,0
4625,"I will see you in the next life
",0,0
4626,"We are friends til we die
",0,0
4627,"And innocent
",0,0
4628,"The Moonies are up on the mountain
",0,0
4629,"She was last, last in the queue
",0,0
4630,"I was born
",0,0
4631,"Yes, I am
",0,0
4632,"We are losing it, cant you tell?
",0,0
4633,"But if you stick with me well go far
",0,0
4634,"If you are on the top, then it is a long drop
",0,0
4635,"When you mess with me
",0,0
4636,"Pararara, pa-pa-pa, pararara, pa-pa-pa
",0,0
4637,"But everybody has something to hate
",0,0
4638,"Uh uh uh uh
",0,0
4639,"Knock me out, smash out my brains
",0,0
4640,"Hes gone to the swing
",0,0
4641,"Killer cars, cars
",0,0
4642,"Feels the way I do about you now
",0,0
4643,"I say hes my Union City man
",0,0
